ObjectID,RA,Dec,Brightness,Distance,Velocity,Temperature
2327,46.82335669926396,-500.0,18.850203653717195,7.550842324405351,243.99580780722974,878.3221686898877
2181,206.42321354783186,-4.6058651051072985,17.087093001446526,1.2823913636798627,91.90516802892988,1325.7059209655254
1532,176.58585832223207,NAN,10.668568708828275,3.095311895757856,163.1209265526988,779.793356869708
1809,NAN,-36.52259710934246,10.61185003809836,9.04002136248131,NAN,1508.6154967944422
2297,226.79208083509573,-54.724250320812516,18.17879539045448,100.0,147.55803111060632,660.4858910175873
1867,136.76051355779083,NAN,NAN,-10.0,12.215644776583446,1914.2414462448846
1993,157.75010592064547,-51.381579243961674,16.436632207881477,NAN,254.6166464917188,314.5465722847696
1602,NAN,30.625579872087656,16.78139085940256,8.646015031773475,NAN,NAN
2275,42.857285026541675,NAN,17.437411464116835,1.1012407748309314,1500.0,579.2973938856774
1880,313.5447163953812,-28.074494211017758,12.364968390397202,4.125999485565324,16.23462147610748,973.9623511605956
2089,354.75523969982,-83.39959032641077,15.410609380610545,0.19489611456700018,112.09404195997054,NAN
2484,62.1317048356004,73.39382126088239,14.165764416772996,4.591819913394636,159.393298951795,NAN
1594,154.09401644959144,-3.7502989805121274,13.73093197892759,8.549727718672717,240.88373900943424,355.6566578717159
2014,44.238333396073195,NAN,16.83227507847888,NAN,NAN,1089.7789841409237
1771,NAN,-51.59743650701832,11.776211393493835,3.1358667783480403,66.3953814438821,391.8242232097846
1762,133.55021224250726,-19.754355849383458,16.397505082470417,100.0,184.92813237328053,1555.102518180376
1815,45.977625389785004,-65.85204751833636,12.526592376842334,1.2072013895981395,165.39237083059945,NAN
2433,55.21368535001977,NAN,12.440157503825294,9.81037515509374,287.3965708438352,1652.0768797688097
1974,289.90920528593944,18.49680422029951,17.409496258713464,2.5997979799135718,48.01655370038529,NAN
1683,138.17988945188748,43.03314502669875,NAN,0.3714209152432486,111.70909885802152,350.4892788155669
2295,259.53033276547654,-38.27432294273847,19.009880530935504,9.708584005730698,202.64513863670638,1802.8144066723842
1622,NAN,NAN,17.607816032328586,4.991300993837376,NAN,5000.0
1812,52.794845417917855,NAN,10.387147445140497,NAN,270.17215264296846,1593.5184970113223
1784,225.52727373212807,NAN,13.198684313920968,8.819244960723482,NAN,NAN
2337,62.327070607552805,63.64360770738975,NAN,5.904633873394849,220.21762010250532,210.2842003553995
1673,NAN,-88.4016423047604,NAN,NAN,234.66918998940963,261.7125596453571
2174,NAN,-500.0,16.575994226603154,NAN,NAN,1464.57928071803
1756,NAN,34.39496315775246,19.327539188691425,3.0782349489799192,31.865508775715547,282.8059763038797
1554,104.20912806431939,67.65160698305797,17.569041890714118,1.1535188174699613,97.49234322729612,NAN
2237,115.0594958310687,-18.857078593307435,NAN,3.4814195447846905,95.31868858645866,5000.0
1653,168.07931852757895,NAN,17.02390409552616,3.996001348146335,91.47244712401135,1239.6223400865324
2337,128.10077128664938,56.03338132984439,16.86737741096571,0.2507368925301805,NAN,1383.5805512982772
2310,290.06104241720084,70.35465265716022,NAN,6.058098623826333,82.34393640378599,-1000.0
1952,45.05071560819427,-26.63638003510956,12.566682464925615,0.5363391689005721,NAN,268.9987601660385
1889,171.0177402662462,-74.33828367633922,15.601514320622684,3.070259650457735,155.08424214563675,1355.4126548787813
1723,5.184515136505241,NAN,18.287583052521807,NAN,284.05120638695024,NAN
1792,8.87763580817747,-30.295001584195703,NAN,NAN,245.28908998917746,1441.7469804155114
1589,92.51244598562582,21.341897807830406,16.439792852686317,5.356968088905945,NAN,871.5842395746761
1572,NAN,-55.84005409572417,NAN,2.732693179296967,107.6687791284178,969.1038824241309
2493,252.5500241848745,16.468513412564988,13.777533717803312,5.308795942856705,NAN,NAN
1898,5.605673713430233,-64.88369381791726,NAN,9.92091888848486,-500.0,912.1986087730448
2238,220.7088791341063,NAN,12.442187198294446,1.450554080620308,264.0235055810348,NAN
1858,NAN,NAN,18.446972660795694,6.655244842154027,7.3697445758419295,276.6411597168085
1522,NAN,NAN,15.274614418406777,4.905339946667042,1500.0,1397.9732148977328
1939,NAN,500.0,15.58357957707314,7.2148109136778436,163.22365278735873,1155.950527488406
1772,352.521597377901,21.66407601331001,13.867792115065892,NAN,NAN,NAN
1957,NAN,NAN,19.36190802605206,7.877310098542069,270.02779129255924,NAN
1667,209.11236607323323,-89.61950611790971,17.004535788407114,0.8716088601650367,153.69375812896794,1164.570729061859
2117,90.57729539271384,50.95463403362197,15.049804852475535,6.773714398860073,112.58432361196475,1219.9520983161865
1616,329.06276451134516,-67.83542459176482,16.64268502101411,2.0989041155889505,285.53426139433867,1256.895028142112
2429,293.6305055453189,46.90378361583299,17.83036838963227,4.402011562279567,NAN,1479.0039883356226
2414,NAN,-16.178919170268145,11.077353924979867,NAN,199.8302404823678,1371.0120014534916
1666,27.343352195613587,NAN,NAN,4.421947761607074,119.18469721739021,NAN
2175,19.211301291478684,87.3293787298368,NAN,NAN,113.15883575779306,NAN
2317,NAN,32.05516703115883,14.49298315805362,0.14303095877484776,232.6863499098606,565.3993522344206
2444,359.0179832107833,-35.792439689815424,19.298553769135168,1.4222225701714282,199.6232649755924,488.58107506004586
2374,93.03697599442506,75.71115308222602,17.831711257480638,8.691810315688013,281.3200178107219,5000.0
2479,7.0030910903676835,NAN,10.102108280018715,NAN,40.548464075138604,1172.1340401191123
1825,68.96267939323154,49.4670739383246,12.447920241717902,NAN,NAN,986.8900603440312
1703,308.3125231967579,NAN,16.43858862801685,9.23897849304879,106.59440959259815,857.7402449433944
1872,358.9980189389922,79.2859075863046,18.67574372936939,NAN,206.91790328737162,588.656495494465
1721,209.8680483278847,NAN,15.547283083165253,5.82793248915708,NAN,559.7663242868052
2469,NAN,NAN,13.898294769793303,100.0,275.6768391172122,1296.8448551209444
2309,NAN,45.873611405654856,15.587478133332334,3.6129528616999274,NAN,1477.6951000334952
1865,306.0179449592911,-46.622197941922465,13.44449545573011,3.244869271214893,202.3438555860677,224.67132264690275
1683,74.90174915409908,-19.112331070344723,14.194376857017104,0.4882963467981065,256.96791532955484,1939.9854808830617
2118,316.84927264858464,12.116441567966731,13.272092878235409,9.080172730561724,195.43446684326952,1911.89036342159
2339,NAN,-38.52122352434417,14.30904375328981,7.751985979141436,58.7902264166239,-1000.0
1851,275.7045079122173,NAN,NAN,9.73275014276454,NAN,903.0582195503932
1501,NAN,-500.0,15.104928660658803,8.813398738385569,111.8757192462538,NAN
2473,351.1614555153793,NAN,15.11962505934627,9.595635843594158,48.15286886985254,840.5069542693506
2472,1000.0,NAN,14.189577734287175,6.985133571967162,145.82297035257398,NAN
1930,96.03831365098202,NAN,100.0,5.510994343139055,13.583924169454853,424.1749818592509
1667,32.923978848330925,NAN,11.321504308123142,1.7576273193562746,45.6904091384299,903.0978089510945
1934,66.24644740492216,-5.616434743774903,14.451938281804232,NAN,216.35287762292188,236.62300619943508
1586,125.18811939771263,24.53765307104264,11.31807755604138,NAN,61.89815625372482,559.4230384649998
2449,195.11403405270127,-73.1412251819829,12.396479464833934,6.511482293700857,1500.0,NAN
1552,217.2626468762922,41.12413765055064,17.42124542506311,8.102745299153161,297.92020166504153,1408.501465611792
1615,178.07713634272218,NAN,16.300145257557418,-10.0,35.15240943501566,576.5455640143341
1810,293.0067064057787,-21.417652746576294,17.55818740068428,5.11324649595312,277.9723939102011,1890.2424777900958
1842,23.709152781241226,54.37340268978957,16.16277688420629,3.130044822528578,28.501565257324447,NAN
2430,275.7859683928437,NAN,10.844547939575467,5.689167207948827,54.044265537712185,755.3862369245807
1587,220.61698583406695,NAN,13.173350799947013,6.945552079271835,1500.0,NAN
1701,113.48997894783544,NAN,NAN,3.2239403816315164,141.84997207435413,346.67665838104676
2070,154.5800038681278,NAN,15.712227078884535,8.110382242812863,35.17704907888566,313.9121492654962
2020,NAN,87.27837650607123,10.539235584225302,7.4904183735514795,25.502517845867956,1627.1194624341729
1624,NAN,NAN,15.748356695205237,0.44392018571100855,118.26499959558356,1069.1491826499519
1797,107.37498483396418,NAN,15.304182002365847,6.901889054155839,161.42434570650428,NAN
2135,228.7634372443928,83.3710992008788,17.03111013611602,5.248938706195781,126.59447531762613,1643.0259461707276
1542,280.32774534112224,-71.78786886807788,NAN,3.0120685050965355,129.23022885764698,1900.4004628179778
1799,284.3402965925981,42.045211506680346,NAN,NAN,20.55853579157283,NAN
2408,299.58376227642754,13.10330479794439,14.060196086333569,NAN,9.534167140230599,910.0294285466105
1622,NAN,-57.79151207761092,16.859681940614703,0.6342449620491164,NAN,1571.0734111573358
1592,243.03732219741624,-52.22952591862211,17.898783660480497,NAN,174.08528579463174,1232.395466175443
2282,177.1322641590137,-30.233574491509962,NAN,3.5519971039321194,3.1871731119041735,NAN
1710,173.97898159035978,NAN,10.472204888789204,4.503091084502991,253.58182043375004,NAN
2354,304.2593204388555,NAN,16.041971691770648,3.297230660451708,121.64014586856325,1069.8131149859728
2205,100.99621292964466,NAN,11.55593108461097,7.717917343877696,NAN,828.3465789721869
1665,355.2895957515056,10.81484458754376,NAN,4.129938018677904,262.57871872033024,246.10884410025898
1516,246.8326109327606,-26.488704826796393,11.346646525857537,9.020108481457289,49.66693324847144,1329.527703086388
1605,1.058871338889138,NAN,10.248813496681866,9.013812574957601,217.2364657974466,925.4174308026729
1937,76.38141880020066,-49.15766495037242,NAN,4.9217722479677635,74.96934654100446,1014.033704271629
1904,1000.0,87.94888819424213,11.517340035414703,6.896869101775776,232.90755570110323,NAN
1652,44.880551726359094,-14.112411396304651,100.0,4.503588428525405,47.54367673687615,-1000.0
2293,247.92446975012194,4.680243016386058,17.966130948864674,8.025730271062274,224.4162281646885,NAN
2072,20.960096066128514,-11.588260813936344,NAN,2.9184844399326444,NAN,997.0873925039158
1913,44.775017103164046,89.50805848088527,11.292707200200148,9.776048617522777,195.9548695948045,958.2420147578367
2467,130.52480490110133,41.40975166029449,13.091906568680319,8.187822591302925,92.55230161164624,1025.5572149297266
1546,337.93992268335967,-4.553525409866225,16.402010742344867,5.021822107590342,114.937299145137,NAN
2438,204.80678514683066,-0.09524308635995737,17.081711288491217,NAN,267.23164283523914,769.9225675838697
2229,340.5534091970662,-24.93519707538435,19.396576588345233,4.429186764349589,259.26886932418466,279.2000185958773
2130,63.98559071555582,48.254031963240806,NAN,5.959242463161897,NAN,322.29001362580885
1634,313.17080975269954,-81.26685355178435,17.985652341367306,0.6035458585820658,171.52806518512347,1025.7703976645225
2389,NAN,-7.834628350110393,16.473930396725894,6.020126368384951,NAN,1537.9549087069522
1602,NAN,-76.94560780678289,15.065019878804804,9.651420267931961,51.53493751614866,1697.8777343846803
1583,NAN,NAN,18.809950676745608,4.0086875552426395,28.126436137797285,-1000.0
2105,133.6827303872849,-39.707247979919494,100.0,8.84800948817145,117.7451186082187,430.468740035128
1559,105.57255233006774,14.572021838041735,NAN,7.117298634031502,77.02730772341853,372.04510110081094
2378,343.5208754377343,NAN,NAN,4.8986901035663974,192.75082526402196,NAN
2056,52.02053316947088,NAN,NAN,0.7737061625314429,67.76859976627104,NAN
2132,NAN,NAN,17.14880780078805,2.9866377669890163,NAN,1376.8472483427695
1807,NAN,NAN,100.0,3.0734069075217323,28.306432964278617,1042.3377313875949
2101,17.53468082199302,13.682620183089654,16.21554227079929,8.664076303604116,116.5077912132018,597.8998569028629
1803,241.97114741831476,37.475146566437346,10.235336874621588,100.0,24.41925651602912,301.56385647342245
2310,15.28310198277303,NAN,12.491087369822129,8.544637715734648,NAN,5000.0
1945,1000.0,44.78614628867052,NAN,5.621318826629345,274.9775595115594,1258.8059087838317
1861,325.814272823724,NAN,NAN,2.9612650468136335,271.8630642312494,559.9473286715156
2160,1000.0,88.39750820293798,17.311565797828756,1.1907005667007649,115.77467595540908,-1000.0
1590,52.411313393368125,NAN,14.919531761744274,5.532493972821008,7.497962444898731,317.05068398657284
2415,-1000.0,500.0,18.793635241375632,6.276606383432491,238.3489700223021,-1000.0
2085,63.10016733875385,42.256559162809026,13.141852907528929,1.0995164231100616,NAN,1174.6769727144083
1791,40.458632970531326,68.62159361739634,17.35400022891429,5.3157148234690235,NAN,NAN
1811,202.92193269010775,7.194243549598454,10.844184414317851,9.125527907728591,71.63711004904452,1310.490063373913
1794,NAN,64.16846416071067,14.364987510941935,7.856416098937544,229.0174443950073,NAN
1608,131.67006186856597,-63.56689435755848,NAN,NAN,126.31274156642452,NAN
1798,245.5342486745502,11.530599936514449,14.223085143177219,3.3566444878221193,178.91831299925948,450.22571422551414
2107,19.49323607802937,26.212652938120755,14.196969791250847,3.3196262405537174,15.373023375385419,329.83930055988566
2191,20.759698548228286,62.947116293518235,NAN,6.288366094766387,37.071537237399085,NAN
1843,NAN,-51.99254766134318,17.935706625016525,0.7718239486547401,291.15097242836686,1440.3921513612866
2341,302.16995514241626,-1.5775094461433525,100.0,3.2341808861461083,208.27065569724087,693.0563864205617
2018,NAN,-27.608009709389883,NAN,9.005494983588756,15.705454320947364,824.1166901871724
1787,271.9759159984653,500.0,16.394332293940373,5.184689995755906,-500.0,5000.0
1551,123.28464835507013,65.08684625579951,12.304077728551167,6.360907279592318,184.83903793086742,1829.0957489992109
1935,NAN,NAN,14.837981308066091,4.784121650196219,NAN,1784.2680547750854
1521,NAN,NAN,19.94256464630677,5.930771894046803,5.677570441851543,1941.1593430109815
2274,271.4179325457264,NAN,NAN,4.106171161070166,283.3441109244176,1404.28341394174
2091,66.5767987913423,2.3691442562631266,17.326685091105794,9.213396112871532,59.87532336066098,463.26706447360556
2196,29.305845714198888,-46.35345480237218,14.898625809000556,3.9319702986839733,22.757909391302668,1071.4195870702224
2284,308.920069067042,-39.899853026733986,16.085808139977814,7.2578253034253155,242.69271268021473,1695.5968174279017
2419,147.12950467449,35.2419775312227,15.724382000295298,9.634914230241852,252.0958388485464,NAN
1934,216.0945178101329,-38.9883995848381,NAN,NAN,45.78534630476715,539.3460543926411
1538,26.953641969328174,-54.85973864184241,NAN,4.2346695217767,NAN,1737.1681414667514
1743,NAN,-63.96853079002118,NAN,0.8166392594867378,179.92536221364358,518.2479620305119
2259,74.57115356066527,29.82951993721379,18.825872392795137,5.728777639788555,165.68616450652158,789.9820791113027
2064,NAN,80.3813426356966,13.082754690617158,2.795339691664015,278.59717183917553,1216.6977463572284
2381,158.01130168536952,-63.747158376456504,NAN,9.421420271061995,248.95371704989597,1252.3595413850512
1899,293.43617802664346,80.99703363443021,15.013827185080027,8.095893689808264,NAN,292.07711621747995
1968,215.99310600707454,-32.49379089345547,NAN,5.662238863625429,35.731139775085275,873.7907498860179
2257,304.25871103847356,-17.679392294147817,NAN,3.531006183741912,NAN,NAN
2431,NAN,-68.55135152507071,13.049987793424638,NAN,1500.0,NAN
1739,41.19336115929303,42.5201936583243,17.556029852407235,NAN,133.07956961028003,1567.5419093164796
2182,280.27883539418764,-3.4666688159177284,NAN,1.6986290138029096,151.15485740202638,207.80362584674398
2233,1000.0,56.491746228772314,10.490002780365375,2.2425461354214984,205.0773380588502,NAN
1763,13.920861698291187,7.148436576373896,16.990924557674848,3.554982119723548,NAN,NAN
2451,NAN,-500.0,NAN,4.668331279153601,13.938778166314902,1610.6500978299225
1520,275.98053588202873,36.74555000651607,15.35029806679907,1.4344985966482613,80.6452756692572,NAN
1799,62.578607147371144,17.284439657717897,-50.0,NAN,183.4662003529319,1025.4598931767473
1682,NAN,NAN,NAN,0.36783582372883017,137.35232437687642,1796.7820024788628
1643,NAN,-71.19139053905383,-50.0,NAN,89.1096964314385,NAN
2043,41.25066211415759,NAN,NAN,NAN,NAN,296.31867810724265
1948,66.08122296922375,78.46814784516914,13.216111775768283,0.4894099978231953,NAN,943.0433754601611
1814,294.17900341430675,-87.58832576305726,18.154215976857316,8.038711308416508,253.40022101219844,NAN
1858,277.1190098519541,NAN,19.3649724152827,1.901175550254174,22.047185402071378,NAN
1772,6.035239683383189,-71.55264278099413,NAN,3.361903655561468,31.288489607044113,750.948271267706
2232,NAN,NAN,17.125988349441343,6.067157187073624,1500.0,1333.374017860344
2112,207.6940057925902,77.45349328768279,12.552999299568546,7.961924865939835,NAN,1184.7660315419182
1572,62.01673243929602,NAN,17.997829497413534,0.5703187878157613,NAN,1491.0178727006491
1836,NAN,-86.94043472823715,11.771605678931165,NAN,175.06359413877288,1622.8353157313645
2369,240.5184801070081,NAN,13.449019880189717,NAN,277.328366975887,1206.1487248628814
2131,-1000.0,NAN,NAN,4.8591652200363935,242.68278880643845,1774.883058642237
1840,266.7043570480053,87.8757062913146,12.20373777690812,NAN,39.15827529686151,NAN
2169,35.55298325246602,66.8887210113804,13.053977425939559,100.0,201.21934213285286,1598.578073230021
1796,330.70217761148325,NAN,NAN,7.8212073706872065,71.88984700686774,NAN
2008,10.272970567613665,-2.421788439593101,11.992544073214122,1.9177470128516834,22.597144769980293,-1000.0
1537,181.5505207192309,-40.54430709027715,12.640795860994423,8.739657203142551,175.71588201024454,NAN
2441,335.02512131528164,68.15880613755579,15.364204648566341,9.262575084066913,13.509452909481457,1466.9561674308898
2469,199.64744156370557,9.818730532226837,19.12815120585649,9.789758004754649,22.73290010448512,1608.6369771393204
1973,1000.0,-86.17190424086552,13.966950611781932,9.177451498869893,NAN,921.8444955223855
1861,60.529051069306796,62.806573306590764,NAN,9.498575561483,134.81447530676314,623.0328468144563
1668,342.22863238580044,-31.89796439601198,16.47339350390567,8.729091032663288,168.9122419638341,NAN
2043,NAN,50.70260541316708,13.621116277190712,4.147880728436987,75.93656702091145,1590.9218584465107
2487,41.326863065759774,32.6887773892464,NAN,8.535773762386837,7.006377530150942,965.0844562707746
1990,207.6153021977003,23.676826758936457,14.250496346694025,9.539451946355154,253.32713056292513,1677.8942372672432
1813,7.808726525781848,63.06992314599805,16.464146463025777,0.20448931717344349,297.11590259031976,1169.5108451089322
2017,NAN,NAN,18.31153806316486,7.947894131761029,227.28087307010946,650.1774825078562
1534,NAN,NAN,17.04668345664427,8.263217147292973,143.29361517548926,NAN
2354,NAN,NAN,NAN,1.6789346707528034,294.3469257494331,782.6125947669977
1793,100.40443663284833,-44.02542734562889,19.64836411584448,6.992304732468323,91.00247821442608,808.7354978673183
1978,331.88546503980774,21.344574470747247,19.167946861159777,8.305455751327976,13.132430595925248,241.54243812279623
2313,59.19284854128369,53.576329967347164,13.179743262483742,100.0,138.20979299131943,1942.696548029157
2477,NAN,77.5774887302882,NAN,3.5723017067548013,251.17514793560554,1337.7037236978822
1870,272.3529268130937,-48.95026495811405,NAN,8.715493072683905,4.5271079739087945,867.3920908005936
2188,36.61013372418052,NAN,NAN,NAN,NAN,1037.6912593130623
1505,48.53872277864625,20.19520972609378,11.327572357687526,2.8764648422993075,50.77144225023418,410.22075635760103
2050,126.77656512114504,NAN,NAN,4.487202817306912,228.28589260858237,517.2014369805265
1697,NAN,27.971745498402043,NAN,5.90014481512032,29.068724368651676,NAN
2265,102.65684678287388,86.67726940448455,16.938802903397047,2.210277253949714,20.035762979362882,NAN
2232,162.40334795238127,NAN,11.608402368653941,3.199425266420715,42.614183790644965,NAN
2437,193.3726670415993,-5.119871330343415,NAN,NAN,40.72622500651787,1613.541040143573
1603,73.02702268413968,-4.580927179303302,NAN,6.013885736233511,122.12438160014844,237.57376676297005
1559,NAN,NAN,17.850574905419116,3.51540058255223,156.38312399784334,1515.54288294798
1998,142.28275272836476,65.03699214538364,13.762769981166436,3.8369208309919998,125.23522029604894,NAN
1645,273.55571925397203,-22.57708757676417,NAN,2.6481801145218657,241.5583781694036,677.2893320926428
2281,262.0774080917867,-500.0,14.23758510307472,9.950618182903483,252.52184322903457,467.45483301995756
1881,294.5782553253325,NAN,18.346659480157477,4.049211082736879,296.9569557187865,792.6438397438177
2075,NAN,-62.35777068917132,13.380074438776841,7.122477229669829,23.237041581299223,448.0892125721763
2119,114.06169944211562,13.314914880968999,12.989706746648682,1.8685894967841226,1.370590476631639,1507.7708822442883
1968,49.67008727464761,-59.49831766243099,NAN,NAN,170.58600793942776,355.5661357421141
1745,244.77831415155288,-56.380798982594854,18.99935874194771,0.628030924176649,33.96019769862523,275.84701395348145
2371,250.6470984350833,-52.0801690362956,18.06159291738092,9.443846418173429,55.026411679674695,425.0604141049933
1594,109.27127746828238,NAN,-50.0,7.201859409145278,15.662849215610919,1284.5579319289134
1701,208.95928079291207,-53.54591628988585,17.575991582645514,7.6786558573331405,78.29805472986617,711.4108933133273
2376,207.36209369858733,NAN,16.779671720720774,NAN,67.24808187800907,NAN
2095,NAN,-15.70188404781291,18.240820471277733,NAN,222.65170904418778,1941.7083984186963
1721,238.01668528043666,NAN,17.77753307086686,NAN,NAN,306.40192656638226
2061,91.99406660768385,82.52468379258983,NAN,4.897121973623448,-500.0,230.1869224582405
1582,286.21777787022694,-47.94140844700606,18.725574250934564,2.741294032034904,179.55974427076382,1088.2714902676007
1555,-1000.0,-20.64535549918307,18.65769872473375,9.95302004625666,218.187980774592,1466.8713513569323
2174,336.53649355664976,24.299799062621602,15.073748041244173,NAN,258.1632405658233,-1000.0
1964,266.70062409085614,-500.0,100.0,NAN,NAN,234.87972886332938
1546,350.28981408964665,-62.684575744189246,13.934556490017087,NAN,270.051249791162,NAN
1902,212.52328740992888,NAN,12.59635535508722,NAN,82.47910130284892,800.0089730012539
2279,216.8490922364785,-66.57184487058879,19.788508353225463,1.0418079434897827,278.33255842435784,1016.0664468520635
1742,327.3281311215281,NAN,NAN,8.479389282339097,191.08048987409845,1568.2216989041517
1977,325.5265034726792,-0.39695394292880337,19.992446321586204,NAN,NAN,1792.1949441901365
2127,272.81471200194557,60.85624080512321,12.397433947806434,9.576322032867132,121.2443344456404,1641.5838194684559
2436,62.193137074262026,NAN,10.265261360423931,8.568999001011372,49.50860814966646,1042.5738276332672
1516,113.3033052934276,58.82149689407697,NAN,3.751667755180596,93.14689900243773,706.8440334862639
2031,NAN,NAN,100.0,NAN,236.15589279846247,1139.9619232762525
1643,NAN,-500.0,14.672990335549056,NAN,1500.0,NAN
1865,302.1854004397719,NAN,NAN,2.2773347309525644,61.90987271587284,949.8390794203962
1818,340.3320225287375,-77.9669915515513,18.387198110568512,8.98888696041243,NAN,403.8208729045756
2107,NAN,-1.7994307260169506,14.534577865107162,1.382050010518733,29.752265349639227,NAN
2153,185.16388636120635,-28.086743096699657,15.636341719479635,3.1907305726057995,283.1243412496227,257.57111407579566
2147,122.66921830001118,42.71443567536835,17.637821488382308,NAN,1500.0,411.60279028856115
2219,-1000.0,NAN,14.356144528352424,1.1086294154738743,244.60527717458672,721.8486894886066
1590,92.03199440229238,NAN,12.539035556650655,NAN,17.37503269558752,1688.5218013690728
1962,181.2396694295776,-28.922519105806245,10.021637571057466,8.566150614800602,147.73025052451774,1829.376580017766
2221,353.2106214708705,500.0,11.358075639290245,NAN,57.66871747023349,NAN
1758,225.63163158271067,83.21973870844147,-50.0,4.681084421792353,285.68598141735765,NAN
1910,NAN,-44.79499729814042,14.31811155748639,0.8099719697656372,162.76938623672547,1758.888044307418
1595,NAN,NAN,NAN,6.444538897697999,NAN,1827.347380457626
2311,125.70826657289987,-54.67783990900599,18.331618993102804,9.355895718885126,289.2427700073555,1112.9415123485005
1782,5.143631310344561,48.81192170725686,13.158035567669351,8.488916887555574,143.79557084028664,345.16811008328347
2407,NAN,-22.732482928451645,NAN,8.803844908995265,126.70183472956104,1567.828339256405
2195,141.53483604554228,86.19440143146909,16.790840880910366,2.4250974264149394,85.7259104905096,-1000.0
2312,339.92810068620383,-83.3640595861676,19.521809015644344,NAN,8.358806491371684,960.0062602020276
2050,265.6329986850046,11.198958030756003,13.638142477854469,NAN,189.89324590716714,1265.5951113157344
1649,NAN,12.487653794192099,12.450938706287843,NAN,241.15593670110857,NAN
1864,NAN,84.58388215952493,18.34638001653849,NAN,240.80693202346924,1973.954385913988
2054,259.96373288951725,NAN,15.725387022580263,0.5915363751599455,207.87204457535944,726.16980168329
2429,189.59220679879658,-81.87304057032773,19.966648539335146,8.677599466481476,227.15885647972874,1077.871187032928
2486,195.883954672766,-500.0,15.658575413645366,6.708235671529759,NAN,1602.9053399409825
2154,342.0616671601174,-48.6196070141342,NAN,NAN,273.42967615374636,868.3009643570947
1551,NAN,NAN,NAN,NAN,197.596846175058,1528.915644306903
1529,289.7476105965999,71.58793648995496,14.132092148685123,2.2541722295944515,186.90258869111776,568.1433040704221
1616,171.78917388860117,35.413238947326874,12.701183199968053,3.817198491189423,270.8202166078731,453.5006894210835
2263,293.1826813832264,66.34655593679093,19.486658988448223,4.90076682085612,294.23545620193613,1793.1346600661793
1996,86.36753320827883,69.91794713429567,16.774959002708677,3.0835591073412223,NAN,239.2237278446515
2471,NAN,-54.517152940831814,NAN,8.034210540947978,61.09159876655708,1304.2143938596191
1543,46.49281349869259,19.06456688977795,10.39341112425651,6.56148314542136,10.34504074798438,1996.4887805181381
1652,80.85279221007883,20.193869497354967,15.662618371568026,1.4771819173536491,166.5257630183654,NAN
1740,NAN,-13.396504097393859,NAN,8.571817342872619,78.94234577326709,851.0915413534267
1884,154.58044112478882,-57.258376672969284,16.453950779126046,2.1025800726145816,153.2453526615281,NAN
1508,-1000.0,500.0,NAN,-10.0,NAN,NAN
1596,131.0431265674405,2.2725838298225653,NAN,0.1560302647154815,256.32086567073065,889.2171040454566
2445,180.46759827991346,-79.09428806773329,18.6689340465997,9.204826031902556,70.45251889652214,NAN
1600,308.4734706844878,26.1737851095901,12.623764027169322,6.690743024095438,NAN,1446.115025141644
1507,NAN,NAN,18.249755217059565,1.8686008156563148,79.19495383675718,1138.0758375760813
1671,225.10541417407356,-48.52606295088712,13.747812425216413,7.774376261869039,172.31438868826734,216.26355419268216
1722,336.69000296667633,NAN,15.382370853249288,NAN,23.225597957433642,1232.9892863941186
2499,238.99475594120688,-59.790118470183316,16.081035923554747,2.730620261767122,1500.0,NAN
